subject_id,question,question_image,answer,answer_image,ease_factor,interval_days,next_review_date,repetitions
13,"What is the purpose of the Sliding Window technique used in Transport Layer flow control?",,"It allows a sender to transmit multiple data packets before waiting for an explicit acknowledgment (ACK), matching the transmission rate to the receiver's available buffer space to prevent receiver buffer overflow.",,2.5,0,2026-05-19,0
13,"How does the network-centric concept of flow control differ from congestion control in TCP?",,"Flow control protects a single receiver from being overwhelmed by a sender that transmits data too fast, while congestion control protects the core routing infrastructure of the entire internet from dropping packets due to overloaded aggregate traffic.",,2.5,0,2026-05-19,0
13,"What are the four core phases of the standard TCP congestion control algorithm?",,"1. Slow Start (exponential window growth). 2. Congestion Avoidance (linear window growth). 3. Fast Retransmit (detecting loss via 3 duplicate ACKs). 4. Fast Recovery (recovering without resetting completely to 1 segment).",,2.5,0,2026-05-19,0
13,"What is the fundamental difference between IPv4 and IPv6 addressing architecture spaces?",,"IPv4 addresses are 32 bits long, yielding roughly 4.3 billion unique combinations. IPv6 addresses are 128 bits long, expanding the total address capacity to resolve global resource exhaustion.",,2.5,0,2026-05-19,0
13,"What is the role of the Subnet Mask in IP networking?",,"A 32-bit bitmask that separates an IP address into its routing network prefix component and its local host identifier component to determine if a packet target is inside or outside the local network.",,2.5,0,2026-05-19,0
13,"What is the core difference between the functional purpose of a Routing Table and a Forwarding Table?",,"Routing algorithms compute network path layouts globally to construct a Routing Table, whereas a Forwarding Table handles local hardware operations, matching a packet's destination header to an immediate outbound exit interface port.",,2.5,0,2026-05-19,0
13,"Differentiate between Link-State and Distance-Vector routing algorithm classes.",,"Link-State algorithms (e.g., OSPF) require every node to possess a complete topological map of the entire network to calculate paths. Distance-Vector algorithms (e.g., RIP) compute paths iteratively based only on localized distance metrics shared by immediate direct neighbors.",,2.5,0,2026-05-19,0
13,"What is the purpose of the Address Resolution Protocol (ARP)?",,"It maps a known network layer IP address to its corresponding physical hardware Media Access Control (MAC) address on a local area network layer.",,2.5,0,2026-05-19,0
13,"What structural issue occurs over shared data link channels, and what resolves it?",,"Data collision occurs when multiple nodes transmit signals simultaneously over a shared medium. Media Access Control (MAC) protocols coordinate access to organize transmissions safely.",,2.5,0,2026-05-19,0
13,"Explain how the CSMA/CD protocol works in shared wired Ethernet channels.",,"Nodes listen to the channel before transmitting (Carrier Sense Multiple Access). If a collision is detected during transmission (Collision Detection), both nodes immediately stop, broadcast a jam signal, and wait a random exponential backoff time before retrying.",,2.5,0,2026-05-19,0
13,"Why do wireless networks implement CSMA/CA instead of CSMA/CD?",,"Wireless nodes cannot reliably detect collisions while transmitting because their own signal overpowers incoming signals, and the 'Hidden Node Problem' hides remote overlaps; they instead use Collision Avoidance via Request-to-Send/Clear-to-Send (RTS/CTS) handshakes.",,2.5,0,2026-05-19,0
13,"How does a standard parity bit detect data transmission errors, and what is its main limitation?",,"It appends a single 1 or 0 bit to ensure the total count of 1s in a block is always even or odd. It can detect single-bit errors, but fails completely if an even number of bits change simultaneously.",,2.5,0,2026-05-19,0
13,"What is a Cyclic Redundancy Check (CRC), and at which architectural layer is it primarily implemented?",,"A mathematical error-detection method where binary data is divided by a predetermined polynomial divisor, and the remainder is appended as a checksum. It is primarily implemented at the Data Link Layer.",,2.5,0,2026-05-19,0
13,"How does symmetric encryption differ from asymmetric encryption in network security?",,"Symmetric encryption uses a single shared secret key to both encrypt and decrypt data, whereas asymmetric encryption uses a mathematically linked public-private key pair where the public key encrypts data and only the private key can decrypt it.",,2.5,0,2026-05-19,0
13,"Describe the core purpose and contents of a digital certificate in public key infrastructure.",,"A digital document issued and signed by a trusted Certificate Authority (CA) that binds a cryptographic public key to the true identity of an organization or website, preventing man-in-the-middle spoofing attacks.",,2.5,0,2026-05-19,0
13,"What three core security properties form the 'CIA Triad' of network security defense engineering?",,"Confidentiality (preventing unauthorized data disclosure), Integrity (preventing unauthorized data modification), and Availability (ensuring dependable system accessibility for authorized users).",,2.5,0,2026-05-19,0
13,"What is a Distributed Denial of Service (DDoS) attack?",,"A cyberattack where an attacker coordinates a massive collection of compromised internet-connected devices (a botnet) to flood a target server with traffic, overwhelming its capacity and rendering it unavailable to real users.",,2.5,0,2026-05-19,0
13,"Explain the functionality of a network Firewall.",,"A security system that monitors and filters incoming and outgoing network traffic based on an established set of rules, acting as a barrier between a trusted internal network and untrusted external networks.",,2.5,0,2026-05-19,0
13,"What is the purpose of the Domain Name System (DNS)?",,"An application layer service that acts as the phonebook of the internet, translating human-readable hostnames (like www.google.com) into machine-routable numerical IP addresses.",,2.5,0,2026-05-19,0
13,"What is a Virtual Private Network (VPN), and how does it secure data across public internet lines?",,"A technology that creates an encrypted data tunnel between a user's device and a remote server, hiding the user's true IP address and protecting data payloads from being read by eavesdroppers on public networks.",,2.5,0,2026-05-19,0
